Date,Open,High,Low,Close,Adj Close,Volume
1/20/1981,0.001148599,0.001137697,0.001153532,0.00113995,0.000903115,7520800
1/21/1981,0.00117611,0.001178572,0.001188068,0.001174081,0.000930154,3976000
1/22/1981,0.001196744,0.00119901,0.001208791,0.001194559,0.000946378,8887200
1/23/1981,0.001196744,0.001192197,0.001201883,0.001187733,0.00094097,2805600
1/26/1981,0.001169233,0.001158134,0.001174254,0.001160429,0.000919338,6160000
1/27/1981,0.001162355,0.001151322,0.001160439,0.001146777,0.000908523,5924800
1/28/1981,0.001100454,0.001090009,0.00110518,0.001092168,0.00086526,7039200
1/29/1981,0.001038554,0.001028696,0.001043014,0.001030734,0.000816589,10976000
1/30/1981,0.00095602,0.000946945,0.000953218,0.000941995,0.000746287,11547200
2/2/1981,0.00085973,0.000851569,0.000863422,0.000853256,0.000675984,5941600
2/3/1981,0.000907875,0.00090607,0.000918681,0.000907865,0.000719247,4788000
2/4/1981,0.000962897,0.00096057,0.00097394,0.000962473,0.00076251,6966400
2/5/1981,0.000962897,0.000967383,0.00097394,0.000962473,0.00076251,1982400
2/6/1981,0.000969775,0.000967383,0.000980847,0.000969299,0.000767918,3466400
2/9/1981,0.000900997,0.000892445,0.000897959,0.000887387,0.000703024,4188800
2/10/1981,0.000887241,0.000885632,0.000897959,0.000887387,0.000703024,4586400
2/11/1981,0.000845974,0.000837944,0.000849607,0.000839604,0.000665168,3460800
2/12/1981,0.000832218,0.000824319,0.000835792,0.000825952,0.000654353,3640000
2/13/1981,0.000804707,0.000797069,0.000801255,0.000791822,0.000627314,2788800
2/17/1981,0.000825341,0.000824319,0.000835792,0.000825952,0.000654353,3068800
2/18/1981,0.000887241,0.000892445,0.000897959,0.000887387,0.000703024,4810400
2/19/1981,0.000804707,0.000797069,0.000808163,0.000798648,0.000632721,5577600
2/20/1981,0.000729051,0.000722131,0.000732182,0.000723561,0.000573234,6092800
2/23/1981,0.000742807,0.000742569,0.000752904,0.000744039,0.000589458,3528000
2/24/1981,0.000708417,0.000701693,0.000704552,0.000696257,0.000551603,4244800
2/25/1981,0.000777196,0.000776631,0.000787441,0.00077817,0.000616498,4872000
2/26/1981,0.000797829,0.000797069,0.000808163,0.000798648,0.000632721,2710400
2/27/1981,0.000845974,0.000851569,0.000856515,0.00084643,0.000670576,3690400
3/2/1981,0.000852852,0.000851569,0.000863422,0.000853256,0.000675984,2940000
3/3/1981,0.000839096,0.000831132,0.0008427,0.000832778,0.000659761,4043200
3/4/1981,0.000825341,0.000817507,0.000828885,0.000819126,0.000648945,3427200
3/5/1981,0.000818463,0.000810694,0.000821978,0.0008123,0.000643537,1344000
3/6/1981,0.000811585,0.000803881,0.000808163,0.000798648,0.000632721,2900800
3/9/1981,0.000694662,0.000688068,0.000697645,0.000689431,0.000546195,3830400
3/10/1981,0.000632761,0.000626755,0.000635478,0.000627997,0.000497525,7095200
3/11/1981,0.000591494,0.00058588,0.000587127,0.000580214,0.000459669,7464800
3/12/1981,0.000625883,0.000626755,0.000635478,0.000627997,0.000497525,14812000
3/13/1981,0.000619005,0.00061313,0.000621664,0.000614345,0.000486709,57825600
3/16/1981,0.000660273,0.00066763,0.000670015,0.000662127,0.000524564,9307200
3/17/1981,0.000722173,0.000728943,0.000732182,0.000723561,0.000573234,10936800
3/18/1981,0.000804707,0.000810694,0.00081507,0.000805474,0.000638129,9234400
3/19/1981,0.000797829,0.000790256,0.000801255,0.000791822,0.000627314,9452800
3/20/1981,0.000804707,0.000810694,0.00081507,0.000805474,0.000638129,3651200
3/23/1981,0.00085973,0.000865195,0.000870329,0.000860082,0.000681392,5504800
3/24/1981,0.00085973,0.000851569,0.000863422,0.000853256,0.000675984,7039200
3/25/1981,0.000839096,0.000831132,0.000835792,0.000825952,0.000654353,1764000
3/26/1981,0.000804707,0.000797069,0.000808163,0.000798648,0.000632721,3068800
3/27/1981,0.000756562,0.000749381,0.000759811,0.000750866,0.000594866,3063200
3/30/1981,0.000749684,0.000756194,0.000759811,0.000750866,0.000594866,2475200
3/31/1981,0.000749684,0.000742569,0.000745996,0.000737213,0.000584051,3998400
4/1/1981,0.000729051,0.000722131,0.000732182,0.000723561,0.000573234,8517600
4/2/1981,0.000839096,0.000837944,0.000849607,0.000839604,0.000665168,7851200
4/3/1981,0.000845974,0.000844757,0.000856515,0.00084643,0.000670576,4121600
4/6/1981,0.000825341,0.000817507,0.000828885,0.000819126,0.000648945,5700800
4/7/1981,0.000811585,0.000803881,0.00081507,0.000805474,0.000638129,2671200
4/8/1981,0.000873486,0.00087882,0.000884144,0.000873734,0.000692208,5488000
4/9/1981,0.000900997,0.000899257,0.000911773,0.000901039,0.00071384,3124800
4/10/1981,0.00092163,0.000919695,0.000932496,0.000921517,0.000730063,8366400
4/13/1981,0.00092163,0.000919695,0.000932496,0.000921517,0.000730063,4015200
4/14/1981,0.00092163,0.000919695,0.000932496,0.000921517,0.000730063,1663200
4/15/1981,0.000852852,0.000844757,0.000856515,0.00084643,0.000670576,8512000
4/16/1981,0.000770318,0.000763006,0.000773626,0.000764518,0.000605682,5969600
4/20/1981,0.000804707,0.000803881,0.00081507,0.000805474,0.000638129,8836800
4/21/1981,0.000900997,0.000899257,0.000911773,0.000901039,0.00071384,7134400
4/22/1981,0.00095602,0.000953758,0.000967033,0.000955647,0.000757102,4748800
4/23/1981,0.000997286,0.000994633,0.001008477,0.000996603,0.00078955,14504000
4/24/1981,0.000997286,0.00098782,0.000994662,0.000982951,0.000778734,8764000
4/27/1981,0.000976653,0.000967383,0.000980847,0.000969299,0.000767918,9632000
4/28/1981,0.000949142,0.000940133,0.000953218,0.000941995,0.000746287,8047200
4/29/1981,0.000928508,0.000919695,0.000932496,0.000921517,0.000730063,3410400
4/30/1981,0.000949142,0.000953758,0.000960125,0.000948821,0.000751695,3152800
5/1/1981,0.000949142,0.000953758,0.000960125,0.000948821,0.000751695,4138400
5/4/1981,0.000949142,0.000940133,0.000953218,0.000941995,0.000746287,3612000
5/5/1981,0.000942264,0.00093332,0.00094631,0.000935169,0.000740879,4384800
5/6/1981,0.000900997,0.000892445,0.000904866,0.000894213,0.000708432,4737600
5/7/1981,0.000914752,0.000912882,0.000925588,0.000914691,0.000724655,2340800
5/8/1981,0.000928508,0.000926507,0.000939403,0.000928343,0.000735471,1976800
5/11/1981,0.000900997,0.000892445,0.000904866,0.000894213,0.000708432,2984800
5/12/1981,0.000894119,0.00090607,0.000904866,0.000894213,0.000708432,1064000
5/13/1981,0.000894119,0.000899257,0.000897959,0.000887387,0.000703024,1226400
5/14/1981,0.000880363,0.000872007,0.000877237,0.000866908,0.0006868,1232000
5/15/1981,0.000900997,0.000912882,0.000911773,0.000901039,0.00071384,1226400
5/18/1981,0.000928508,0.00093332,0.000939403,0.000928343,0.000735471,1041600
5/19/1981,0.000907875,0.000899257,0.000911773,0.000901039,0.00071384,6356000
5/20/1981,0.000949142,0.000953758,0.000960125,0.000948821,0.000751695,3320800
5/21/1981,0.001038554,0.001035508,0.001049921,0.00103756,0.000821997,8052800
5/22/1981,0.00111421,0.001117259,0.001125902,0.001112646,0.000881484,7856800
5/26/1981,0.00111421,0.001103634,0.001118995,0.00110582,0.000876075,21336000
5/27/1981,0.001203622,0.00119901,0.001215698,0.001201385,0.000951786,37374400
5/28/1981,0.001203622,0.00119901,0.001215698,0.001201385,0.000951786,18496800
5/29/1981,0.0012105,0.001205822,0.001222605,0.001208211,0.000957193,14845600
6/1/1981,0.0012105,0.001205822,0.001222605,0.001208211,0.000957193,12812800
6/2/1981,0.001127965,0.001117259,0.001132809,0.001119472,0.000886891,10108000
6/3/1981,0.001121088,0.001124072,0.001132809,0.001119472,0.000886891,9861600
6/4/1981,0.001155477,0.001151322,0.001167346,0.001153603,0.000913931,14016800
6/5/1981,0.001134843,0.001124072,0.001139717,0.001126298,0.000892299,14420000
6/8/1981,0.001072943,0.001062759,0.00107755,0.001064864,0.000843628,23374400
6/9/1981,0.001100454,0.001096821,0.001112087,0.001098994,0.000870668,29898400
6/10/1981,0.001121088,0.001130884,0.001132809,0.001119472,0.000886891,6305600
6/11/1981,0.001196744,0.001192197,0.001208791,0.001194559,0.000946378,9744000
6/12/1981,0.001182988,0.001171759,0.001188068,0.001174081,0.000930154,6451200
6/15/1981,0.00117611,0.001164947,0.001181161,0.001167255,0.000924746,35940800
6/16/1981,0.001141721,0.001130884,0.001146624,0.001133124,0.000897707,9312800
6/17/1981,0.00111421,0.001103634,0.001118995,0.00110582,0.000876075,6893600
6/18/1981,0.001107332,0.001103634,0.001112087,0.001098994,0.000870668,5762400
6/19/1981,0.001059187,0.001049134,0.001063736,0.001051212,0.000832812,6876800
6/22/1981,0.000997286,0.00098782,0.001001569,0.000989777,0.000784142,2710400
6/23/1981,0.00101792,0.001021883,0.001029199,0.001017082,0.000805773,3757600
6/24/1981,0.000990409,0.000981008,0.000987755,0.000976125,0.000773326,5756800
6/25/1981,0.001011042,0.001008258,0.001022292,0.001010255,0.000800365,6064800
6/26/1981,0.001004164,0.000994633,0.001001569,0.000989777,0.000784142,5947200
6/29/1981,0.000949142,0.000940133,0.00094631,0.000935169,0.000740879,2648800
6/30/1981,0.000825341,0.000817507,0.000828885,0.000819126,0.000648945,8976800
7/1/1981,0.000811585,0.000803881,0.00081507,0.000805474,0.000638129,42616000
7/2/1981,0.000804707,0.000803881,0.00081507,0.000805474,0.000638129,7571200
7/6/1981,0.000770318,0.000763006,0.000766719,0.000757692,0.000600274,4132800
7/7/1981,0.000770318,0.000776631,0.000780533,0.000771344,0.00061109,3959200
7/8/1981,0.000825341,0.000824319,0.000835792,0.000825952,0.000654353,4155200
7/9/1981,0.000722173,0.000715318,0.000725274,0.000716735,0.000567827,8220800
7/10/1981,0.000619005,0.00061313,0.000621664,0.000614345,0.000486709,13792800
7/13/1981,0.000639639,0.00064038,0.000649293,0.000641649,0.00050834,11435200
7/14/1981,0.000694662,0.000701693,0.000704552,0.000696257,0.000551603,4944800
7/15/1981,0.000729051,0.000728943,0.000739089,0.000730387,0.000578643,2738400
7/16/1981,0.00076344,0.000769819,0.000773626,0.000764518,0.000605682,3808000
7/17/1981,0.000811585,0.000810694,0.000821978,0.0008123,0.000643537,4956000
7/20/1981,0.000722173,0.000715318,0.000725274,0.000716735,0.000567827,5913600
7/21/1981,0.000715295,0.000708506,0.000718367,0.000709909,0.000562419,7985600
7/22/1981,0.000646517,0.00064038,0.000642386,0.000634823,0.000502932,5667200
7/23/1981,0.00066715,0.00066763,0.000676923,0.000668953,0.000529972,8612800
7/24/1981,0.000708417,0.000708506,0.000718367,0.000709909,0.000562419,7212800
7/27/1981,0.00076344,0.000763006,0.000773626,0.000764518,0.000605682,4334400
7/28/1981,0.000722173,0.000715318,0.000725274,0.000716735,0.000567827,5712000
7/29/1981,0.00070154,0.000694881,0.000704552,0.000696257,0.000551603,3875200
7/30/1981,0.000742807,0.000749381,0.000752904,0.000744039,0.000589458,2475200
7/31/1981,0.00076344,0.000763006,0.000773626,0.000764518,0.000605682,2738400
8/3/1981,0.00076344,0.000756194,0.000759811,0.000750866,0.000594866,3108000
8/4/1981,0.000770318,0.000769819,0.000780533,0.000771344,0.00061109,7918400
8/5/1981,0.000811585,0.000810694,0.000821978,0.0008123,0.000643537,4373600
8/6/1981,0.000784074,0.000776631,0.000787441,0.00077817,0.000616498,2632000
8/7/1981,0.000777196,0.000776631,0.000787441,0.00077817,0.000616498,2301600
8/11/1981,0.000749684,0.000742569,0.000745996,0.000737213,0.000584051,17864000
8/12/1981,0.000715295,0.000708506,0.000718367,0.000709909,0.000562419,6568800
8/13/1981,0.000674028,0.00066763,0.000676923,0.000668953,0.000529972,6871200
8/14/1981,0.000660273,0.000654005,0.000656201,0.000648475,0.000513748,6048000
8/17/1981,0.000619005,0.00061313,0.000614756,0.000607519,0.000481301,4726400
8/18/1981,0.000591494,0.00058588,0.000587127,0.000580214,0.000459669,4250400
8/19/1981,0.000577738,0.000572255,0.000573312,0.000566562,0.000448854,5168800
8/20/1981,0.000577738,0.000579067,0.000587127,0.000580214,0.000459669,4278400
8/21/1981,0.00050896,0.000504129,0.000504238,0.000498302,0.000394775,10477600
8/24/1981,0.000433304,0.000429191,0.000435165,0.000430041,0.000340696,5768000
8/25/1981,0.000453937,0.000456441,0.000462794,0.000457345,0.000362327,10175200
8/26/1981,0.000440182,0.000436004,0.000442072,0.000436867,0.000346104,8400000
8/27/1981,0.000440182,0.000442816,0.000448979,0.000443693,0.000351512,6479200
8/28/1981,0.000495204,0.000497316,0.000504238,0.000498302,0.000394775,9508800
8/31/1981,0.000495204,0.000497316,0.000504238,0.000498302,0.000394775,10236800
9/1/1981,0.000563983,0.000565442,0.000573312,0.000566562,0.000448854,9256800
9/2/1981,0.000584616,0.00058588,0.000594034,0.00058704,0.000465078,4844000
9/3/1981,0.000536471,0.000531379,0.000531868,0.000525606,0.000416406,9368800
9/4/1981,0.000515838,0.000510942,0.000518053,0.000511954,0.000405591,3813600
9/8/1981,0.000481449,0.000476879,0.000483516,0.000477824,0.000378551,6361600
9/9/1981,0.000474571,0.000476879,0.000483516,0.000477824,0.000378551,7632800
9/10/1981,0.000481449,0.000483691,0.000490424,0.00048465,0.000383959,8702400
9/11/1981,0.000474571,0.000470066,0.000476609,0.000470997,0.000373143,4384800
9/14/1981,0.000440182,0.000436004,0.000442072,0.000436867,0.000346104,6921600
9/15/1981,0.00041267,0.000408753,0.000414442,0.000409563,0.000324472,4877600
9/16/1981,0.000392037,0.000388316,0.00039372,0.000389085,0.000308249,4838400
9/17/1981,0.000364525,0.000361065,0.000366091,0.000361781,0.000286617,4844000
9/18/1981,0.000364525,0.000367878,0.000372998,0.000368607,0.000292025,6580000
9/21/1981,0.000371403,0.000374691,0.000379906,0.000375433,0.000297433,12258400
9/22/1981,0.000323258,0.00032019,0.000324647,0.000320824,0.00025417,11855200
9/23/1981,0.000309503,0.000306565,0.000303925,0.000300346,0.000237946,7050400
9/24/1981,0.000295747,0.00029294,0.000297017,0.00029352,0.000232538,4575200
9/25/1981,0.000185702,0.000183939,0.000179592,0.000177477,0.000140604,8652000
9/28/1981,0.000178824,0.000183939,0.000186499,0.000184303,0.000146012,22932000
9/29/1981,0.000220091,0.000224814,0.000227943,0.00022526,0.00017846,23671200
9/30/1981,0.000226969,0.000231627,0.000234851,0.000232086,0.000183867,12499200
10/1/1981,0.000226969,0.000231627,0.000234851,0.000232086,0.000183867,15282400
10/2/1981,0.000295747,0.000299752,0.000303925,0.000300346,0.000237946,11261600
10/5/1981,0.000323258,0.000333815,0.000331554,0.00032765,0.000259578,10774400
10/6/1981,0.000323258,0.00032019,0.000324647,0.000320824,0.00025417,7089600
10/7/1981,0.000371403,0.000381503,0.000379906,0.000375433,0.000297433,9710400
10/8/1981,0.000405792,0.000408753,0.000414442,0.000409563,0.000324472,7772800
10/9/1981,0.00041267,0.000422378,0.00042135,0.000416389,0.000329881,13630400
10/12/1981,0.000447059,0.000449629,0.000455887,0.000450519,0.00035692,6837600
10/13/1981,0.000447059,0.000456441,0.000455887,0.000450519,0.00035692,11048800
10/14/1981,0.000392037,0.000388316,0.00039372,0.000389085,0.000308249,7744800
10/15/1981,0.000405792,0.000408753,0.000414442,0.000409563,0.000324472,7358400
10/16/1981,0.000398915,0.000395128,0.000400628,0.000395911,0.000313657,9116800
10/19/1981,0.00041267,0.000415566,0.00042135,0.000416389,0.000329881,5146400
10/20/1981,0.000467693,0.000470066,0.000476609,0.000470997,0.000373143,8932000
10/21/1981,0.000467693,0.000470066,0.000476609,0.000470997,0.000373143,19224800
10/22/1981,0.000467693,0.000463254,0.000469702,0.000464171,0.000367736,8069600
10/23/1981,0.000440182,0.000436004,0.000442072,0.000436867,0.000346104,6977600
10/26/1981,0.000433304,0.000436004,0.000442072,0.000436867,0.000346104,6820800
10/27/1981,0.000453937,0.000463254,0.000462794,0.000457345,0.000362327,21397600
10/28/1981,0.000488327,0.000490504,0.000497331,0.000491476,0.000389367,11043200
10/29/1981,0.000481449,0.000476879,0.000483516,0.000477824,0.000378551,7621600
10/30/1981,0.000488327,0.000490504,0.000497331,0.000491476,0.000389367,13182400
11/2/1981,0.000488327,0.000490504,0.000497331,0.000491476,0.000389367,9228800
11/3/1981,0.000481449,0.000476879,0.000483516,0.000477824,0.000378551,7095200
11/4/1981,0.000453937,0.000449629,0.000455887,0.000450519,0.00035692,5952800
11/5/1981,0.000378281,0.000374691,0.000379906,0.000375433,0.000297433,5840800
11/6/1981,0.000378281,0.000381503,0.000386813,0.000382259,0.000302841,6148800
11/9/1981,0.000392037,0.000395128,0.000400628,0.000395911,0.000313657,5096000
11/10/1981,0.000398915,0.000401941,0.000407535,0.000402737,0.000319065,4188800
11/11/1981,0.000426426,0.000429191,0.000435165,0.000430041,0.000340696,6860000
11/12/1981,0.000460815,0.000463254,0.000469702,0.000464171,0.000367736,9979200
11/13/1981,0.000392037,0.000388316,0.00039372,0.000389085,0.000308249,5252800
11/16/1981,0.000378281,0.000374691,0.000379906,0.000375433,0.000297433,5639200
11/17/1981,0.000392037,0.000395128,0.000400628,0.000395911,0.000313657,8853600
11/18/1981,0.000426426,0.000429191,0.000435165,0.000430041,0.000340696,7285600
11/19/1981,0.000426426,0.000429191,0.000435165,0.000430041,0.000340696,10001600
11/20/1981,0.000433304,0.000436004,0.000442072,0.000436867,0.000346104,9525600
11/23/1981,0.000398915,0.000395128,0.00039372,0.000389085,0.000308249,5740000
11/24/1981,0.000385159,0.000381503,0.000386813,0.000382259,0.000302841,5538400
11/25/1981,0.000398915,0.000401941,0.000407535,0.000402737,0.000319065,13137600
11/27/1981,0.000426426,0.000429191,0.000435165,0.000430041,0.000340696,9312800
11/30/1981,0.000419548,0.000415566,0.00042135,0.000416389,0.000329881,5992000
12/1/1981,0.00041267,0.000415566,0.00042135,0.000416389,0.000329881,5846400
12/2/1981,0.000419548,0.000422378,0.000428257,0.000423215,0.000335288,9391200
12/3/1981,0.00041267,0.000408753,0.000414442,0.000409563,0.000324472,5107200
12/4/1981,0.000433304,0.000436004,0.000442072,0.000436867,0.000346104,34288800
12/7/1981,0.000440182,0.000442816,0.000448979,0.000443693,0.000351512,14823200
12/8/1981,0.000433304,0.000429191,0.000428257,0.000423215,0.000335288,12656000
12/9/1981,0.000426426,0.000429191,0.000435165,0.000430041,0.000340696,8568000
12/10/1981,0.000426426,0.000429191,0.000435165,0.000430041,0.000340696,9352000
12/11/1981,0.000426426,0.000429191,0.000428257,0.000423215,0.000335288,19023200
12/14/1981,0.000398915,0.000395128,0.00039372,0.000389085,0.000308249,6311200
12/15/1981,0.00041267,0.000415566,0.00042135,0.000416389,0.000329881,7828800
12/16/1981,0.000460815,0.000463254,0.000469702,0.000464171,0.000367736,16363200
12/17/1981,0.000550227,0.000551817,0.000559497,0.00055291,0.000438038,12863200
12/18/1981,0.000646517,0.000647193,0.000656201,0.000648475,0.000513748,17931200
12/21/1981,0.000598372,0.000592692,0.000600942,0.000593866,0.000470485,14100800
12/22/1981,0.000612128,0.00061313,0.000621664,0.000614345,0.000486709,13456800
12/23/1981,0.000591494,0.00058588,0.000594034,0.00058704,0.000465078,7224000
12/24/1981,0.000591494,0.000592692,0.000600942,0.000593866,0.000470485,7229600
12/28/1981,0.000550227,0.000545004,0.000545683,0.000539258,0.000427222,9144800
12/29/1981,0.000557105,0.000565442,0.000566405,0.000559736,0.000443446,6059200
12/30/1981,0.00060525,0.000606317,0.000614756,0.000607519,0.000481301,8047200
12/31/1981,0.00060525,0.000606317,0.000614756,0.000607519,0.000481301,13664000
1/4/1982,0.00060525,0.000599505,0.000607849,0.000600692,0.000475893,17813600
1/5/1982,0.000550227,0.000545004,0.000545683,0.000539258,0.000427222,8960000
1/6/1982,0.000529594,0.000524567,0.000531868,0.000525606,0.000416406,16520000
1/7/1982,0.000447059,0.000442816,0.000442072,0.000436867,0.000346104,17511200
1/8/1982,0.000481449,0.000483691,0.000490424,0.00048465,0.000383959,14151200
1/11/1982,0.000419548,0.000415566,0.00042135,0.000416389,0.000329881,8332800
1/12/1982,0.000385159,0.000381503,0.000386813,0.000382259,0.000302841,14980000
1/13/1982,0.000378281,0.000374691,0.000379906,0.000375433,0.000297433,10438400
1/14/1982,0.000419548,0.000422378,0.000428257,0.000423215,0.000335288,6428800
1/15/1982,0.000488327,0.000497316,0.000497331,0.000491476,0.000389367,11676000
1/18/1982,0.00050896,0.000517754,0.000518053,0.000511954,0.000405591,7000000
1/19/1982,0.000495204,0.000490504,0.000490424,0.00048465,0.000383959,13876800
1/20/1982,0.000502082,0.000504129,0.000511146,0.000505128,0.000400183,6456800
1/21/1982,0.000522716,0.000524567,0.000531868,0.000525606,0.000416406,8332800
1/22/1982,0.000529594,0.000531379,0.000538775,0.000532432,0.000421814,6064800
1/25/1982,0.000502082,0.000497316,0.000504238,0.000498302,0.000394775,11177600
1/26/1982,0.000467693,0.000463254,0.000462794,0.000457345,0.000362327,5303200
1/27/1982,0.000460815,0.000470066,0.000469702,0.000464171,0.000367736,7840000
1/28/1982,0.000495204,0.000497316,0.000504238,0.000498302,0.000394775,9900800
1/29/1982,0.00050896,0.000510942,0.000518053,0.000511954,0.000405591,13288800
2/1/1982,0.00050896,0.000504129,0.000504238,0.000498302,0.000394775,9632000
2/2/1982,0.000502082,0.000510942,0.000511146,0.000505128,0.000400183,13568800
2/3/1982,0.000502082,0.000504129,0.000511146,0.000505128,0.000400183,7868000
2/4/1982,0.000481449,0.000476879,0.000483516,0.000477824,0.000378551,5510400
2/5/1982,0.000474571,0.000476879,0.000483516,0.000477824,0.000378551,10074400
2/8/1982,0.00041267,0.000408753,0.000414442,0.000409563,0.000324472,7924000
2/9/1982,0.000405792,0.000408753,0.000414442,0.000409563,0.000324472,14476000
2/10/1982,0.000419548,0.000422378,0.000428257,0.000423215,0.000335288,9699200
2/11/1982,0.00041267,0.000408753,0.000414442,0.000409563,0.000324472,6132000
2/12/1982,0.000419548,0.000422378,0.000428257,0.000423215,0.000335288,4911200
2/16/1982,0.000405792,0.000401941,0.000407535,0.000402737,0.000319065,8579200
2/17/1982,0.00041267,0.000415566,0.00042135,0.000416389,0.000329881,6395200
2/18/1982,0.000426426,0.000429191,0.000435165,0.000430041,0.000340696,7095200
2/19/1982,0.000426426,0.000422378,0.000428257,0.000423215,0.000335288,3399200
2/22/1982,0.00041267,0.000408753,0.000414442,0.000409563,0.000324472,6658400
2/23/1982,0.000398915,0.000395128,0.000400628,0.000395911,0.000313657,8635200
2/24/1982,0.000398915,0.000401941,0.000407535,0.000402737,0.000319065,9486400
2/25/1982,0.000398915,0.000395128,0.000400628,0.000395911,0.000313657,7700000
2/26/1982,0.000392037,0.000395128,0.000400628,0.000395911,0.000313657,4356800
3/1/1982,0.000398915,0.000401941,0.000407535,0.000402737,0.000319065,8825600
3/2/1982,0.000398915,0.000401941,0.000407535,0.000402737,0.000319065,8702400
3/3/1982,0.000398915,0.000401941,0.000407535,0.000402737,0.000319065,5913600
3/4/1982,0.000385159,0.000381503,0.000386813,0.000382259,0.000302841,9592800
3/5/1982,0.000309503,0.000306565,0.000310832,0.000307172,0.000243354,11328800
3/8/1982,0.000295747,0.00029294,0.000297017,0.00029352,0.000232538,8786400
3/9/1982,0.000295747,0.000299752,0.000303925,0.000300346,0.000237946,13126400
3/10/1982,0.000288869,0.000286127,0.00029011,0.000286694,0.00022713,21733600
3/11/1982,0.000281991,0.00029294,0.00029011,0.000286694,0.00022713,5644800
3/12/1982,0.000233846,0.000231627,0.000234851,0.000232086,0.000183867,11636800
3/15/1982,0.000226969,0.000224814,0.000227943,0.00022526,0.00017846,12840800
3/16/1982,0.000213213,0.000211189,0.000214129,0.000211608,0.000167644,11788000
3/17/1982,0.000171946,0.000170314,0.000172684,0.000170651,0.000135197,12622400
3/18/1982,0.000226969,0.000231627,0.000234851,0.000232086,0.000183867,14084000
3/19/1982,0.000302625,0.000306565,0.000310832,0.000307172,0.000243354,16452800
3/22/1982,0.000371403,0.000374691,0.000379906,0.000375433,0.000297433,17298400
3/23/1982,0.000364525,0.000361065,0.000366091,0.000361781,0.000286617,13988800
3/24/1982,0.000309503,0.000306565,0.000310832,0.000307172,0.000243354,12902400
3/25/1982,0.000302625,0.000299752,0.000303925,0.000300346,0.000237946,21028000
3/26/1982,0.000288869,0.000286127,0.00029011,0.000286694,0.00022713,12695200
3/29/1982,0.000302625,0.000306565,0.000310832,0.000307172,0.000243354,16900800
3/30/1982,0.000316381,0.00032019,0.000324647,0.000320824,0.00025417,19488000
3/31/1982,0.000316381,0.00032019,0.000324647,0.000320824,0.00025417,12538400
4/1/1982,0.000364525,0.000367878,0.000372998,0.000368607,0.000292025,14784000
4/2/1982,0.000364525,0.000367878,0.000372998,0.000368607,0.000292025,21201600
4/5/1982,0.000364525,0.000367878,0.000372998,0.000368607,0.000292025,21660800
4/6/1982,0.000364525,0.000361065,0.000366091,0.000361781,0.000286617,17897600
4/7/1982,0.00035077,0.00034744,0.000352276,0.000348129,0.000275802,7274400
4/8/1982,0.00035077,0.000354253,0.000359183,0.000354955,0.00028121,5997600
4/12/1982,0.00035077,0.000354253,0.000352276,0.000348129,0.000275802,11076800
4/13/1982,0.000275114,0.000272502,0.000276295,0.000273042,0.000216315,21324800
4/14/1982,0.000275114,0.000279315,0.000283202,0.000279868,0.000221723,28397600
4/15/1982,0.000288869,0.00029294,0.000297017,0.00029352,0.000232538,41070400
4/16/1982,0.000316381,0.00032019,0.000324647,0.000320824,0.00025417,26012000
4/19/1982,0.000309503,0.000306565,0.000303925,0.000300346,0.000237946,10320800
4/20/1982,0.000261358,0.000258877,0.00026248,0.00025939,0.000205499,20137600
